row_id,path,label,class_name,condition_id,condition_position,group,sha256,benchmark_half,split_provenance
105,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-035.png,1,sample02,035,13,035,84f74a51c9ef2761f5d83ddbe64cf668cf09faa8b193b67649ef45af1b7151dd,alternating_b,deterministic alternating reproduction
106,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-036.png,1,sample02,036,14,036,014023b54c8ee656f34d270615740eca04591ee64cc8adb7a8e1d18712bdebd3,alternating_a,deterministic alternating reproduction
107,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-037.png,1,sample02,037,15,037,1480b6899726e3f5bc105bf883c1bd5c2523e25148d48cc79b72c164367bd360,alternating_b,deterministic alternating reproduction
108,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-039.png,1,sample02,039,16,039,1ab95a4bbc711484fa8823e98c8f6e2058ea2462d6d429b64aeb9852ddcf4512,alternating_a,deterministic alternating reproduction
109,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-041.png,1,sample02,041,17,041,72f5f3ea70f8ca6f56807892df98e90745a0d44fe6c83ee3cea1bc2d0421c41d,alternating_b,deterministic alternating reproduction
110,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-042.png,1,sample02,042,18,042,1be983493fb3f3722bdf893270f2583bc23f2e151c6f71b054504d3eff516791,alternating_a,deterministic alternating reproduction
111,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-043.png,1,sample02,043,19,043,4d06a26fbee4cb5e32ca664b4165e616db1d5b803e748322670f3a31bd7220f7,alternating_b,deterministic alternating reproduction
112,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-044.png,1,sample02,044,20,044,fd1783bd176088e01251ab4dfbf95deb391152ec3b95c34f50bc6cce618fe968,alternating_a,deterministic alternating reproduction
113,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-045.png,1,sample02,045,21,045,4be589d3fda3d369af8ea1f3ca6aac8a1a729d9dd9773308bb69a194467412c7,alternating_b,deterministic alternating reproduction
114,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-046.png,1,sample02,046,22,046,2a5a7da95a5789a9d1bd94416decd6e4a3ad97917e932850e76b0036b1b44037,alternating_a,deterministic alternating reproduction
115,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-047.png,1,sample02,047,23,047,7511f08cdb8b54a809729d37c47dd1e06e59f594b320bb63c720c6593de22b02,alternating_b,deterministic alternating reproduction
116,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-048.png,1,sample02,048,24,048,e54dc58f438d46bb0406297b9611cbc2809f307240259b8301a01d8982b81940,alternating_a,deterministic alternating reproduction
117,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-049.png,1,sample02,049,25,049,6a526da9ab678528d163856a8a47d362d57e95687caa38d1549b05d2fcac0de5,alternating_b,deterministic alternating reproduction
118,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-050.png,1,sample02,050,26,050,a7a64aec19aef8a977f00da71f696d788718ddfc442aa929da68ae7a325538dd,alternating_a,deterministic alternating reproduction
119,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-051.png,1,sample02,051,27,051,5ed56b9a17881a4391ced3e40e452de571a4b136e7721150ead72fa740ff633a,alternating_b,deterministic alternating reproduction
120,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-052.png,1,sample02,052,28,052,8f37903111aaab093c7244082ca816f59ea3904876fbbdde16643ffa3a5e9d43,alternating_a,deterministic alternating reproduction
121,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-053.png,1,sample02,053,29,053,7b6504b5e39f180b2e98bcaa0de5f4d2b2c79b11e142f716e1e0376b5ed0a586,alternating_b,deterministic alternating reproduction
122,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-054.png,1,sample02,054,30,054,c8e60cd010997b017b83034d9f237c83b9ba89498dd7a632baf3073d5d60f940,alternating_a,deterministic alternating reproduction
123,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-055.png,1,sample02,055,31,055,b2c4519df9c9abb77c62a9e6872e8ecdea138e83f7355e6db4705b4078a80ae1,alternating_b,deterministic alternating reproduction
124,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-057.png,1,sample02,057,32,057,7bc15ed07da081fbfdbce5ece9abf57d7f747ca499b39c9d1e10fa5ed3cb2a38,alternating_a,deterministic alternating reproduction
125,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-059.png,1,sample02,059,33,059,e602073b2e3a80fd56d7ceb38748f670b0bfdc69acb3570072278f9a4a60e8b9,alternating_b,deterministic alternating reproduction
126,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-061.png,1,sample02,061,34,061,985695d1e5fac331dc8b5a3bc586529bd3870bebab718b088449b9f60e782429,alternating_a,deterministic alternating reproduction
127,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-063.png,1,sample02,063,35,063,e3fe430849d132572d4f9d8849e3d76566f41ea9c5865ea77e4c336659b79bb8,alternating_b,deterministic alternating reproduction
128,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-065.png,1,sample02,065,36,065,21fb385dfcdcb71a52a222fd3fbe96d1533173515bad4ef1ac39d1c151b9d06b,alternating_a,deterministic alternating reproduction
129,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-068.png,1,sample02,068,37,068,169606b2e7e3f5e5de8d500751ea09a4dd34826b16079d9720ab0387fd8f3a2f,alternating_b,deterministic alternating reproduction
130,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-071.png,1,sample02,071,38,071,491a43519553caf2f80eb4a782b16f46b375c4fa781b069ec04828283c3c5a40,alternating_a,deterministic alternating reproduction
131,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-073.png,1,sample02,073,39,073,14ecf268f84787bbd6773bde606b658cd320a22f1428e402940806bf6836867b,alternating_b,deterministic alternating reproduction
132,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-076.png,1,sample02,076,40,076,bc4bc2bc5a3668c5a01751b5401f73a1e6815b52f141271fe08f41b31fd8b272,alternating_a,deterministic alternating reproduction
133,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-078.png,1,sample02,078,41,078,644e35a411c7eed84dcc2e92715768a770ec0b6daed63ab9d0e3526618fc7b9a,alternating_b,deterministic alternating reproduction
134,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-079.png,1,sample02,079,42,079,fd7b504f8365d4576ccfffaa1f738ce484ebbb7f7ecb6dccf0721e7bbcfc92b6,alternating_a,deterministic alternating reproduction
135,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-081.png,1,sample02,081,43,081,bf016903b5eaf423f979583bb7e651f66b7ae8c9cd0c758d96e16d0530c2cedf,alternating_b,deterministic alternating reproduction
136,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-084.png,1,sample02,084,44,084,c0d5eed8c609976da5042e07e4741ee4764268da5adafc86292cd4ac186143c6,alternating_a,deterministic alternating reproduction
137,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-085.png,1,sample02,085,45,085,69ee49fdceacb0a1201dc21599fd61bdd1429e8377098f4474cecbec45272091,alternating_b,deterministic alternating reproduction
138,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-087.png,1,sample02,087,46,087,83587b5b73597b5b40d9da8b6255b81f39499062af4babf7ddcab4360d81c32a,alternating_a,deterministic alternating reproduction
139,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-090.png,1,sample02,090,47,090,7c5f5f3c49d4a248a91fb141f38db7ac97ea9e8c2d7a9a49c6bb6dadcd3cb086,alternating_b,deterministic alternating reproduction
140,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-093.png,1,sample02,093,48,093,d35a215763f83103861ec5d78a37ad45be77b813cb358d6f327c3b399a26bae6,alternating_a,deterministic alternating reproduction
141,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-094.png,1,sample02,094,49,094,1940981ff9fd76d6fccc804f083e52660a65fbb94cc152a9b0a6568642ede72d,alternating_b,deterministic alternating reproduction
142,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-096.png,1,sample02,096,50,096,9f23034fca8e42fd2b8bb0af9881ef59841a2c571d7c537d5e6b3d42b9a618df,alternating_a,deterministic alternating reproduction
143,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-097.png,1,sample02,097,51,097,ced51b51b89be86dbbbc5d5f29e3de078cdede585698f0ab85cdab8a4a1819ca,alternating_b,deterministic alternating reproduction
144,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-099.png,1,sample02,099,52,099,be52ec9afd4a9ac58e53e030377f22ec17adc19ff6f6771a7cf4332a30bef420,alternating_a,deterministic alternating reproduction
145,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-101.png,1,sample02,101,53,101,90d9dd4f108e0840c9b2195a635e2935382113a660b2c8fc5b9514b583b058b8,alternating_b,deterministic alternating reproduction
146,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-102.png,1,sample02,102,54,102,ebef40239ade59d77dc03d9ce24f3c413f41f1236d50de4b21ec3194d77e2e65,alternating_a,deterministic alternating reproduction
147,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-103.png,1,sample02,103,55,103,faeab5c119163983ca53d0d0b08b3c022d0aa889e0f329a8febcbe806549408d,alternating_b,deterministic alternating reproduction
148,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-104.png,1,sample02,104,56,104,c7a9ccbdaf005c015140b360ff501ecd46393673fac5c3c265c179d31c9416ba,alternating_a,deterministic alternating reproduction
149,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-106.png,1,sample02,106,57,106,e89ad9bc8d3b03499c27be461b1e28d2725ca0ac0a350427ad67d8e7eab4cb64,alternating_b,deterministic alternating reproduction
150,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-109.png,1,sample02,109,58,109,6c4856b1f04bd82665e02085ffc1195f8bdfacad4d869dd91a46640f32dce724,alternating_a,deterministic alternating reproduction
151,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-112.png,1,sample02,112,59,112,ee5914625758f3bd12da00fea85cf64f1d524f4fddad4df260564b313874e729,alternating_b,deterministic alternating reproduction
152,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-114.png,1,sample02,114,60,114,ba29f9fae1c2370240f62cc46e642257d083d343f8bf6aa342cb2a68c09136e2,alternating_a,deterministic alternating reproduction
153,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-116.png,1,sample02,116,61,116,81bfc08a4a65e9d88ef763920391c6da00e92220f12a4f2ff6d84287569c74ef,alternating_b,deterministic alternating reproduction
154,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-117.png,1,sample02,117,62,117,5dbfcddbeb908de167c250c2898575b133dea721b15da9da6fd8241eb437ba80,alternating_a,deterministic alternating reproduction
155,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-119.png,1,sample02,119,63,119,6b4dd5f8d550677258e3ea936d11d25d146b4a9b0923a841d8f09917cea1d45d,alternating_b,deterministic alternating reproduction
156,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-121.png,1,sample02,121,64,121,830a81368f1f0d2429690dba3af674336ba316828e5498a823543c771c49b8f0,alternating_a,deterministic alternating reproduction
157,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-122.png,1,sample02,122,65,122,3af43c3304649c65580d310a99339bbcd4b81836245f967435bc4ef562665658,alternating_b,deterministic alternating reproduction
158,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-123.png,1,sample02,123,66,123,30685320d303c8f4ab3cde4eaa02330babfb1f7d8b3eb120d028c2d934eab577,alternating_a,deterministic alternating reproduction
159,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-125.png,1,sample02,125,67,125,20ee0f5bd4db5ca02403cb22d1174c97871e68374884c811929fb0f9e09747bd,alternating_b,deterministic alternating reproduction
160,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-128.png,1,sample02,128,68,128,f04e1f99a418016d9f8c8af47eaeb06279d13a910f1b5fdf9a219d548f1bd1ea,alternating_a,deterministic alternating reproduction
161,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-129.png,1,sample02,129,69,129,d232403760b93bdd57d99f6ebef773ec5d44a87b88192a4fd67d833c2b6d7165,alternating_b,deterministic alternating reproduction
162,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-131.png,1,sample02,131,70,131,7016a3b9d049cef04a0a9ca071bf12126d629827fc12b6d73e54b1ad1e98afc7,alternating_a,deterministic alternating reproduction
163,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-134.png,1,sample02,134,71,134,5260618e543dbfd2c8c627d376d5b9f49591e50ad5e869e3afe5c50c1e56390e,alternating_b,deterministic alternating reproduction
164,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-136.png,1,sample02,136,72,136,d90a584459432c5b36a1f58f6d1e60b529fb04104118cba70d4aaecb31b18980,alternating_a,deterministic alternating reproduction
165,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-141.png,1,sample02,141,73,141,597c02b34edb84a5bfc8afa9819fa9ce675d68d37eadecc51d9187aeb2ff3744,alternating_b,deterministic alternating reproduction
166,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-143.png,1,sample02,143,74,143,05bdaeb752e7ef7ee8752324956a9abbbd8417e09010e9e6a36e976f1d666439,alternating_a,deterministic alternating reproduction
167,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-145.png,1,sample02,145,75,145,8bcce3297b959f6e8955c1895cffeeb3740abccc6e083cbc56ea661c97bd04cb,alternating_b,deterministic alternating reproduction
168,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-147.png,1,sample02,147,76,147,4f6bb423766c6e58881a74e26fadf0d014357efb7c549b1a90bd362061789578,alternating_a,deterministic alternating reproduction
169,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-149.png,1,sample02,149,77,149,8c2e49b5f448b046e8b0bb06cccffe76da31e04823ea9806998225dbffc034ae,alternating_b,deterministic alternating reproduction
170,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-150.png,1,sample02,150,78,150,6efa78352c2b1faf5f163e9abb7ed312cda3789c471d923efa103009bff7043e,alternating_a,deterministic alternating reproduction
171,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-152.png,1,sample02,152,79,152,f22d664b39f4848edcc2664a91a3df068fa199b7c63df0fd6a42eada47b4631e,alternating_b,deterministic alternating reproduction
172,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-154.png,1,sample02,154,80,154,e5011644dea642fd89591ee888dcb0b47aab1336cb469d39624c471ff53ea41d,alternating_a,deterministic alternating reproduction
173,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-155.png,1,sample02,155,81,155,7f720c9f4d380c335d596e1bc72775ec8bc60161c518e66de6c836f6a772da15,alternating_b,deterministic alternating reproduction
174,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-156.png,1,sample02,156,82,156,f33af519e38ff6f0f83c1aea375678b0120930d9416c40208cf2e08e504acb82,alternating_a,deterministic alternating reproduction
175,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-158.png,1,sample02,158,83,158,b8a05b29ffcbfb7d2fece9814f1f2682218f5a03a2b92e53164a9a249b0112ed,alternating_b,deterministic alternating reproduction
176,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-160.png,1,sample02,160,84,160,ae0b471036c9e4e1654ebd8a7bb17ce1e764042f872f773c96687b029fae97f8,alternating_a,deterministic alternating reproduction
177,/home/joaquin/tesis_claude/data/confirmatory_sources/CUReT/curetgrey_extracted/curetgrey/sample02/02-161.png,1,sample02,161,85,161,6c4c78171f60fa16fbaad9929a03068f4b5e08ee27e97a38f0869e716e12eb1e,alternating_b,deterministic alternating reproduction
